Compound_ID,Protein_ID,Label
17754027,Q00535,1
5005498,Q00535,1
5326843,Q00535,1
448991,Q00535,1
10202471,Q00535,1
138105941,Q00535,1
67409219,Q00535,1
134813913,Q00535,1
16739650,Q00535,1
6538897,Q00535,1
448912,Q00535,1
6604931,Q00535,1
11338033,Q00535,1
25125014,Q00535,1
438981,Q00535,1
2794188,Q00535,1
448949,Q00535,1
16718576,Q00535,1
11285002,Q00535,1
136240579,Q00535,1
5289419,Q00535,1
4987,Q00535,1
46926350,Q00535,1
5287969,P50750,1
160355,P50750,1
138105941,P50750,1
67409219,P50750,1
134813913,P50750,1
24809764,P50750,1
16757525,P50750,1
16739650,P50750,1
11338033,P50750,1
16747683,P50750,1
3025986,P50750,1
25125014,P50750,1
2794188,P50750,1
91844733,P50750,1
16718576,P50750,1
11285002,P50750,1
23643976,P50750,1
5289419,P50750,1
131801483,P50750,1
134813906,P50750,1
24983461,P50750,1
68029831,P50750,1
66937006,P50750,1
46926350,P50750,1
5287969,P49336,1
24826799,P49336,1
216239,P49336,1
67409219,P49336,1
135761798,P49336,1
11485656,P49336,1
134813906,P49336,1
77050682,P49336,1
118660867,P49336,1
11561907,P49336,1
133081964,P49336,1
117995570,P49336,1
133081965,P49336,1
5287969,P06493,1
11671467,P06493,1
5326739,P06493,1
4592,P06493,1
17754027,P06493,1
5005498,P06493,1
160355,P06493,1
5330812,P06493,1
2856,P06493,1
72271,P06493,1
10202471,P06493,1
5330790,P06493,1
138105941,P06493,1
67409219,P06493,1
134813913,P06493,1
16757525,P06493,1
16739650,P06493,1
6538897,P06493,1
448912,P06493,1
16760286,P06493,1
6604931,P06493,1
11338033,P06493,1
16747683,P06493,1
5329775,P06493,1
3025986,P06493,1
2422,P06493,1
25125014,P06493,1
438981,P06493,1
5472558,P06493,1
6918386,P06493,1
5330797,P06493,1
2794188,P06493,1
9956119,P06493,1
11675054,P06493,1
448949,P06493,1
91844733,P06493,1
16718576,P06493,1
6918852,P06493,1
11285002,P06493,1
23643976,P06493,1
136240579,P06493,1
45380979,P06493,1
5289419,P06493,1
131801483,P06493,1
9910986,P06493,1
46926350,P06493,1
5287969,P50613,1
160355,P50613,1
DB05969,P50613,1
10976469,P50613,1
10202471,P50613,1
25125014,P50613,1
2794188,P50613,1
91844733,P50613,1
16718576,P50613,1
11285002,P50613,1
5289419,P50613,1
131801483,P50613,1
134813906,P50613,1
49867929,P50613,1
68029831,P50613,1
135473382,P50613,1
118426108,P50613,1
73602827,P50613,1
9910986,P50613,1
5287969,Q00534,1
6914609,Q00534,1
5281614,Q00534,1
67409219,Q00534,1
11338033,Q00534,1
11285002,Q00534,1
134247638,Q00534,1
68029831,Q00534,1
137628658,Q00534,1
139593561,Q00534,1
139593562,Q00534,1
135473382,Q00534,1
9910986,Q00534,1
11478676,Q00534,1
57334219,Q00534,1
44631912,Q00534,1
86269224,Q00534,1
5330286,Q00534,1
46220502,Q00534,1
5287969,P24941,1
44259,P24941,1
5326739,P24941,1
4592,P24941,1
17754027,P24941,1
5328940,P24941,1
25138278,P24941,1
5287990,P24941,1
447956,P24941,1
5288527,P24941,1
118458,P24941,1
4564,P24941,1
447652,P24941,1
445967,P24941,1
449088,P24941,1
447961,P24941,1
445966,P24941,1
447958,P24941,1
5287989,P24941,1
1707,P24941,1
447955,P24941,1
2608,P24941,1
5687,P24941,1
314123,P24941,1
5289321,P24941,1
445940,P24941,1
5288222,P24941,1
17754054,P24941,1
5289179,P24941,1
9547884,P24941,1
445840,P24941,1
3543,P24941,1
447960,P24941,1
447959,P24941,1
5330608,P24941,1
5494414,P24941,1
5327131,P24941,1
1712,P24941,1
16046126,P24941,1
449087,P24941,1
1540,P24941,1
445841,P24941,1
21066379,P24941,1
15942652,P24941,1
448994,P24941,1
44629555,P24941,1
4566,P24941,1
9601217,P24941,1
447766,P24941,1
6918710,P24941,1
11304412,P24941,1
4565,P24941,1
10339710,P24941,1
10138993,P24941,1
45273683,P24941,1
11957417,P24941,1
5287845,P24941,1
445958,P24941,1
445957,P24941,1
46937079,P24941,1
5828196,P24941,1
23647652,P24941,1
5729339,P24941,1
23647657,P24941,1
5951796,P24941,1
23647659,P24941,1
447962,P24941,1
5327130,P24941,1
5327057,P24941,1
5288016,P24941,1
5288017,P24941,1
5288018,P24941,1
23586145,P24941,1
23586146,P24941,1
23645578,P24941,1
11574606,P24941,1
9859248,P24941,1
445952,P24941,1
445950,P24941,1
445953,P24941,1
445951,P24941,1
24963033,P24941,1
24901723,P24941,1
2763754,P24941,1
447653,P24941,1
16113377,P24941,1
11270500,P24941,1
5288708,P24941,1
5288709,P24941,1
5288710,P24941,1
5288711,P24941,1
5288712,P24941,1
87031,P24941,1
9926933,P24941,1
9994066,P24941,1
680935,P24941,1
24864077,P24941,1
24864078,P24941,1
24864079,P24941,1
24971312,P24941,1
24971313,P24941,1
24864082,P24941,1
23727981,P24941,1
23727982,P24941,1
11987556,P24941,1
11840966,P24941,1
447649,P24941,1
447656,P24941,1
9547890,P24941,1
447655,P24941,1
25190761,P24941,1
6852201,P24941,1
398148,P24941,1
44129603,P24941,1
9952008,P24941,1
10224714,P24941,1
5331010,P24941,1
21066087,P24941,1
46937158,P24941,1
9991833,P24941,1
21066096,P24941,1
10249180,P24941,1
10317619,P24941,1
10249182,P24941,1
44629554,P24941,1
10042950,P24941,1
5289411,P24941,1
5327097,P24941,1
5327096,P24941,1
9817550,P24941,1
92180,P24941,1
160355,P24941,1
5330812,P24941,1
448991,P24941,1
10077147,P24941,1
11754511,P24941,1
10202471,P24941,1
5330790,P24941,1
11634725,P24941,1
138105941,P24941,1
67409219,P24941,1
134813913,P24941,1
16757525,P24941,1
16224745,P24941,1
16739650,P24941,1
448912,P24941,1
6604931,P24941,1
11338033,P24941,1
16747683,P24941,1
5329775,P24941,1
3025986,P24941,1
2422,P24941,1
25125014,P24941,1
6918386,P24941,1
5330797,P24941,1
2794188,P24941,1
11675054,P24941,1
91844733,P24941,1
16718576,P24941,1
6918852,P24941,1
11285002,P24941,1
136240579,P24941,1
45380979,P24941,1
5289419,P24941,1
131801483,P24941,1
3641059,P24941,1
49867929,P24941,1
3004085,P24941,1
481747,P24941,1
135928471,P24941,1
24983461,P24941,1
134247638,P24941,1
4987,P24941,1
68029831,P24941,1
9910986,P24941,1
46926350,P24941,1
5287969,P11802,1
11671467,P11802,1
448991,P11802,1
10202471,P11802,1
138105941,P11802,1
67409219,P11802,1
11338033,P11802,1
3025986,P11802,1
5330797,P11802,1
2794188,P11802,1
11675054,P11802,1
16718576,P11802,1
6918852,P11802,1
11285002,P11802,1
23643976,P11802,1
5289419,P11802,1
3004085,P11802,1
481747,P11802,1
134247638,P11802,1
4987,P11802,1
68029831,P11802,1
137628658,P11802,1
139593561,P11802,1
139593562,P11802,1
73293,P11802,1
9911652,P11802,1
9910986,P11802,1
11478676,P11802,1
57334219,P11802,1
44631912,P11802,1
86269224,P11802,1
5330286,P11802,1
46220502,P11802,1
68841,P05451,1
444885,P05451,1
68841,O15530,1
11671467,O15530,1
44259,O15530,1
2396,O15530,1
2662,O15530,1
107758,O15530,1
2403,O15530,1
17754396,O15530,1
46937045,O15530,1
46937053,O15530,1
44176356,O15530,1
448943,O15530,1
2398,O15530,1
72271,O15530,1
10077147,O15530,1
11754511,O15530,1
46225540,O15530,1
46215815,O15530,1
10027278,O15530,1
44240850,O15530,1
68841,P13569,1
5957,P13569,1
5280961,P13569,1
44462678,P13569,1
3672,P13569,1
39912,P13569,1
2471,P13569,1
39562,P13569,1
47936,P13569,1
DB15444,P13569,1
4497,P13569,1
3333,P13569,1
3488,P13569,1
5280443,P13569,1
1548943,P13569,1
11401613,P13569,1
5311330,P13569,1
4695397,P13569,1
11532283,P13569,1
3163532,P13569,1
71376521,P13569,1
17750928,P13569,1
504670,P13569,1
136218970,P13569,1
134587348,P13569,1
134393443,P13569,1
121250885,P13569,1
71470491,P13569,1
134687598,P13569,1
16220172,P13569,1
16678941,P13569,1
46199646,P13569,1
68841,P08100,1
3562,P08100,1
10976469,P08100,1
985,P08100,1
15433,P08100,1
155448,P08100,1
5414,P08100,1
448580,P08100,1
445468,P08100,1
445463,P08100,1
984,P08100,1
444397,P08100,1
656917,P08100,1
68841,Q04759,1
2733526,Q04759,1
11671467,Q04759,1
44259,Q04759,1
10976469,Q04759,1
16725726,Q04759,1
10296883,Q04759,1
76285722,Q04759,1
91933875,Q04759,1
24779745,Q04759,1
68841,Q03721,1
1727,Q03721,1
9920716,Q03721,1
5918,Q03721,1
68841,P17612,1
170018,P17612,1
11671467,P17612,1
11005,P17612,1
10976469,P17612,1
5281855,P17612,1
3064778,P17612,1
448043,P17612,1
3547,P17612,1
448042,P17612,1
11175137,P17612,1
5327109,P17612,1
10172943,P17612,1
9305,P17612,1
8063,P17612,1
10050566,P17612,1
448327,P17612,1
448326,P17612,1
44308490,P17612,1
11840906,P17612,1
49866474,P17612,1
6914613,P17612,1
46937052,P17612,1
6914614,P17612,1
16043304,P17612,1
448642,P17612,1
5327110,P17612,1
11608401,P17612,1
16122632,P17612,1
16122633,P17612,1
15602983,P17612,1
15602982,P17612,1
16122635,P17612,1
3542,P17612,1
3540,P17612,1
16122634,P17612,1
12412578,P17612,1
691952,P17612,1
24762195,P17612,1
11696113,P17612,1
42627562,P17612,1
11314340,P17612,1
16122642,P17612,1
449241,P17612,1
6076,P17612,1
10077147,P17612,1
11754511,P17612,1
46225540,P17612,1
138911338,P17612,1
16725726,P17612,1
71452170,P17612,1
25207521,P17612,1
2703,P17612,1
9863672,P17612,1
161733,P17612,1
6858240,P17612,1
68841,Q15796,1
68841,P29508,1
71077,P29508,1
68841,Q9UL54,1
11671467,Q9UL54,1
68841,Q14833,1
33032,Q14833,1
6515535,Q14833,1
9819927,Q14833,1
179394,Q14833,1
71041983,Q14833,1
11565290,Q14833,1
4545574,Q14833,1
16062593,Q14833,1
46836872,Q14833,1
46911068,Q14833,1
73755198,Q14833,1
46836562,Q14833,1
42645487,Q14833,1
137222229,Q14833,1
73755199,Q14833,1
3025961,Q14833,1
5311432,Q14833,1
135773804,Q14833,1
3260619,Q14833,1
4052597,Q14833,1
888023,Q14833,1
73755197,Q14833,1
44191096,Q14833,1
836002,Q14833,1
46869947,Q14833,1
134191471,Q14833,1
68841,P31423,1
33032,P31423,1
5310956,P31423,1
179394,P31423,1
46898088,P31423,1
6604820,P31423,1
46836872,P31423,1
836002,P31423,1
46869947,P31423,1
2878,P31423,1
1795545,P31423,1
3972752,P31423,1
68841,O15303,1
33032,O15303,1
104766,O15303,1
5310956,O15303,1
9819927,O15303,1
213056,O15303,1
10197984,O15303,1
179394,O15303,1
71041983,O15303,1
4545574,O15303,1
16062593,O15303,1
3972752,O15303,1
4236420,O15303,1
68841,Q14831,1
33032,Q14831,1
446355,Q14831,1
104766,Q14831,1
5310956,Q14831,1
5310979,Q14831,1
9819927,Q14831,1
3964633,Q14831,1
179394,Q14831,1
71041983,Q14831,1
4545574,Q14831,1
1795545,Q14831,1
3972752,Q14831,1
444843,Q14831,1
53391766,Q14831,1
137321168,Q14831,1
5428913,Q14831,1
1894361,Q14831,1
5311457,Q14831,1
5311463,Q14831,1
68841,O00222,1
33032,O00222,1
104766,O00222,1
5310956,O00222,1
5310979,O00222,1
9819927,O00222,1
213056,O00222,1
179394,O00222,1
4545574,O00222,1
16062593,O00222,1
3972752,O00222,1
73755190,O00222,1
1550579,O00222,1
4043841,O00222,1
73058507,O00222,1
5862,P48506,1
33032,P48506,1
5862,P48507,1
33032,P48507,1
5862,Q16878,1
439153,Q16878,1
5862,P48637,1
750,P48637,1
23978,P48637,1
12035,P48637,1
44462678,P48637,1
124886,P48637,1
123938,P48637,1
5862,P16455,1
23994,P16455,1
DB14487,P16455,1
DB14533,P16455,1
6,P16455,1
24417,P16455,1
193613,P16455,1
5862,P49589,1
5862,Q9BZV2,1
1130,Q9BZV2,1
5862,Q9HA77,1
1060,P11177,1
439153,P11177,1
1060,P14618,1
DB11638,P14618,1
23978,P14618,1
529,P14618,1
444348,P14618,1
654376,P14618,1
25210493,P14618,1
650361,P14618,1
133081974,P14618,1
59634741,P14618,1
139593556,P14618,1
134693700,P14618,1
1060,P30613,1
529,P30613,1
10267,P30613,1
1060,O15403,1
1060,P36021,1
1060,O15374,1
1060,O95907,1
1060,O15375,1
1060,O60669,1
992293,O60669,1
72696735,O60669,1
1060,O15427,1
1060,P53985,1
443130,P53985,1
5282545,P53985,1
992293,P53985,1
1060,P11498,1
171548,P11498,1
11840927,P11498,1
750,O60391,1
33032,O60391,1
33741,O60391,1
60795,O60391,1
3152,O60391,1
5881,O60391,1
450601,O60391,1
4737,O60391,1
5193,O60391,1
10101,O60391,1
54841,O60391,1
65833,O60391,1
4763,O60391,1
134717,O60391,1
11029,O60391,1
3516,O60391,1
62751,O60391,1
3562,O60391,1
4095,O60391,1
4054,O60391,1
182137,O60391,1
71158,O60391,1
6450546,O60391,1
4601,O60391,1
83823,O60391,1
9568,O60391,1
3331,O60391,1
750,P23415,1
23978,P23415,1
1123,P23415,1
3562,P23415,1
4054,P23415,1
3226,P23415,1
3763,P23415,1
4116,P23415,1
42113,P23415,1
5206,P23415,1
702,P23415,1
727,P23415,1
644019,P23415,1
DB14011,P23415,1
23994,P23415,1
DB14487,P23415,1
DB14533,P23415,1
174174,P23415,1
71077,P23415,1
9915886,P23415,1
9942725,P23415,1
4485,P23415,1
656665,P23415,1
73581,P23415,1
441294,P23415,1
31304,P23415,1
442292,P23415,1
6167,P23415,1
5281969,P23415,1
9821569,P23415,1
16078,P23415,1
9844711,P23415,1
73755085,P23415,1
4779,P23415,1
105074,P23415,1
441071,P23415,1
151925,P23415,1
442291,P23415,1
72734358,P23415,1
750,O75311,1
1123,O75311,1
4054,O75311,1
727,O75311,1
644019,O75311,1
DB14011,O75311,1
4485,O75311,1
46936176,O75311,1
441294,O75311,1
31304,O75311,1
442292,O75311,1
9821569,O75311,1
5311501,O75311,1
16078,O75311,1
9844711,O75311,1
441071,O75311,1
442291,O75311,1
54726845,O75311,1
750,Q14330,1
644019,Q14330,1
DB14011,Q14330,1
5281969,Q14330,1
5311007,Q14330,1
16078,Q14330,1
2125,Q14330,1
89949,Q14330,1
5283389,Q14330,1
45073499,Q14330,1
750,P48167,1
4054,P48167,1
3226,P48167,1
727,P48167,1
644019,P48167,1
DB14011,P48167,1
9942725,P48167,1
4485,P48167,1
656665,P48167,1
73581,P48167,1
441294,P48167,1
31304,P48167,1
442292,P48167,1
73755085,P48167,1
105074,P48167,1
442291,P48167,1
750,P50440,1
6262,P50440,1
65098,P50440,1
449593,P50440,1
119,P50440,1
439691,P50440,1
750,Q14749,1
34755,Q14749,1
311,Q14749,1
439155,Q14749,1
750,Q7Z2H8,1
5950,Q7Z2H8,1
3744,Q7Z2H8,1
6305,Q7Z2H8,1
439280,Q7Z2H8,1
5202,Q7Z2H8,1
750,P23416,1
1123,P23416,1
4054,P23416,1
702,P23416,1
727,P23416,1
656665,P23416,1
73581,P23416,1
441294,P23416,1
31304,P23416,1
442292,P23416,1
6167,P23416,1
9821569,P23416,1
5311501,P23416,1
16078,P23416,1
9844711,P23416,1
1779,P23416,1
73755085,P23416,1
4779,P23416,1
105074,P23416,1
441071,P23416,1
151925,P23416,1
442291,P23416,1
750,P48067,1
118022791,P48067,1
24946690,P48067,1
68513937,P48067,1
73755100,P48067,1
11552757,P48067,1
11704260,P48067,1
44156901,P48067,1
6604909,P48067,1
53321933,P48067,1
73755091,P48067,1
45270374,P48067,1
73755092,P48067,1
5311283,P48067,1
750,P41250,1
750,P23434,1
9834298,P23434,1
5289084,P23434,1
750,Q14032,1
750,Q6IB77,1
750,Q8WU03,1
750,Q969I3,1
750,Q9H598,1
5665,Q9H598,1
750,Q9P0Z9,1
750,Q9Y345,1
24946690,Q9Y345,1
16078939,Q9Y345,1
5311287,Q9Y345,1
750,Q05586,1
33032,Q05586,1
5960,Q05586,1
5070,Q05586,1
12035,Q05586,1
33741,Q05586,1
60795,Q05586,1
3152,Q05586,1
5881,Q05586,1
450601,Q05586,1
199,Q05586,1
4058,Q05586,1
2901,Q05586,1
192711,Q05586,1
3689,Q05586,1
4737,Q05586,1
5193,Q05586,1
10101,Q05586,1
54841,Q05586,1
65833,Q05586,1
4763,Q05586,1
134717,Q05586,1
11029,Q05586,1
3516,Q05586,1
4095,Q05586,1
4054,Q05586,1
182137,Q05586,1
71158,Q05586,1
6450546,Q05586,1
3821,Q05586,1
5360696,Q05586,1
2130,Q05586,1
71077,Q05586,1
4601,Q05586,1
83887,Q05586,1
22267,Q05586,1
126383,Q05586,1
22880,Q05586,1
6603720,Q05586,1
3080554,Q05586,1
1779,Q05586,1
9863759,Q05586,1
121918,Q05586,1
114756,Q05586,1
10025114,Q05586,1
4324257,Q05586,1
1228,Q05586,1
1207,Q05586,1
22266,Q05586,1
14184,Q05586,1
83823,Q05586,1
9568,Q05586,1
197033,Q05586,1
23729232,Q05586,1
121488186,Q05586,1
5462351,Q05586,1
155434,Q05586,1
156420,Q05586,1
5486198,Q05586,1
181458,Q05586,1
6918236,Q05586,1
3030419,Q05586,1
44632368,Q05586,1
71249967,Q05586,1
15851,Q05586,1
68736,Q05586,1
5464188,Q05586,1
60510,Q05586,1
68778,Q05586,1
11954290,Q05586,1
9795678,Q05586,1
6420042,Q05586,1
26533,Q05586,1
64150,Q05586,1
26534,Q05586,1
3331,Q05586,1
750,Q13224,1
33032,Q13224,1
5960,Q13224,1
5070,Q13224,1
12035,Q13224,1
33741,Q13224,1
60795,Q13224,1
3152,Q13224,1
5881,Q13224,1
450601,Q13224,1
4058,Q13224,1
3689,Q13224,1
4737,Q13224,1
5193,Q13224,1
10101,Q13224,1
54841,Q13224,1
65833,Q13224,1
4763,Q13224,1
134717,Q13224,1
11029,Q13224,1
3516,Q13224,1
62751,Q13224,1
3559,Q13224,1
21302490,Q13224,1
1123,Q13224,1
DB05956,Q13224,1
4095,Q13224,1
4054,Q13224,1
182137,Q13224,1
71158,Q13224,1
6450546,Q13224,1
3821,Q13224,1
5360696,Q13224,1
6468,Q13224,1
2130,Q13224,1
71077,Q13224,1
4601,Q13224,1
83887,Q13224,1
22267,Q13224,1
126383,Q13224,1
22880,Q13224,1
6603720,Q13224,1
3080554,Q13224,1
1779,Q13224,1
21202952,Q13224,1
121918,Q13224,1
54682505,Q13224,1
114756,Q13224,1
10025114,Q13224,1
4324257,Q13224,1
1228,Q13224,1
1207,Q13224,1
4023,Q13224,1
5950212,Q13224,1
16181638,Q13224,1
24794417,Q13224,1
6437356,Q13224,1
3035974,Q13224,1
73755088,Q13224,1
9864550,Q13224,1
180081,Q13224,1
9889212,Q13224,1
22266,Q13224,1
14184,Q13224,1
83823,Q13224,1
9568,Q13224,1
197033,Q13224,1
23729232,Q13224,1
121488186,Q13224,1
5462351,Q13224,1
155434,Q13224,1
156420,Q13224,1
5486198,Q13224,1
181458,Q13224,1
6918236,Q13224,1
3030419,Q13224,1
44632368,Q13224,1
71249967,Q13224,1
15851,Q13224,1
68736,Q13224,1
5464188,Q13224,1
60510,Q13224,1
68778,Q13224,1
11954290,Q13224,1
9795678,Q13224,1
6420042,Q13224,1
26533,Q13224,1
64150,Q13224,1
26534,Q13224,1
3331,Q13224,1
11425584,Q13224,1
156328,Q13224,1
9826324,Q13224,1
11394238,Q13224,1
750,O15399,1
33032,O15399,1
5960,O15399,1
5070,O15399,1
12035,O15399,1
33741,O15399,1
60795,O15399,1
3152,O15399,1
5881,O15399,1
450601,O15399,1
4058,O15399,1
4737,O15399,1
5193,O15399,1
10101,O15399,1
54841,O15399,1
65833,O15399,1
4763,O15399,1
134717,O15399,1
11029,O15399,1
3516,O15399,1
62751,O15399,1
4095,O15399,1
4054,O15399,1
182137,O15399,1
71158,O15399,1
6450546,O15399,1
3821,O15399,1
5360696,O15399,1
6468,O15399,1
2130,O15399,1
71077,O15399,1
4601,O15399,1
83887,O15399,1
22267,O15399,1
126383,O15399,1
22880,O15399,1
3080554,O15399,1
1779,O15399,1
21202952,O15399,1
121918,O15399,1
54682505,O15399,1
114756,O15399,1
10025114,O15399,1
4324257,O15399,1
1228,O15399,1
1207,O15399,1
4023,O15399,1
5950212,O15399,1
16181638,O15399,1
24794417,O15399,1
6437356,O15399,1
3035974,O15399,1
9864550,O15399,1
180081,O15399,1
9889212,O15399,1
22266,O15399,1
14184,O15399,1
83823,O15399,1
9568,O15399,1
197033,O15399,1
23729232,O15399,1
121488186,O15399,1
5462351,O15399,1
155434,O15399,1
156420,O15399,1
5486198,O15399,1
181458,O15399,1
6918236,O15399,1
3030419,O15399,1
44632368,O15399,1
71249967,O15399,1
15851,O15399,1
68736,O15399,1
5464188,O15399,1
60510,O15399,1
68778,O15399,1
11954290,O15399,1
9795678,O15399,1
6420042,O15399,1
26533,O15399,1
64150,O15399,1
26534,O15399,1
3331,O15399,1
750,Q5T6X5,1
5950,Q5T6X5,1
5951,Q5T6X5,1
6262,Q5T6X5,1
6322,Q5T6X5,1
5961,Q5T6X5,1
9750,Q5T6X5,1
5962,Q5T6X5,1
750,Q969I6,1
5950,Q969I6,1
750,Q14957,1
33032,Q14957,1
5960,Q14957,1
5070,Q14957,1
33741,Q14957,1
60795,Q14957,1
3152,Q14957,1
5881,Q14957,1
450601,Q14957,1
4058,Q14957,1
4737,Q14957,1
5193,Q14957,1
10101,Q14957,1
54841,Q14957,1
65833,Q14957,1
4763,Q14957,1
134717,Q14957,1
11029,Q14957,1
3516,Q14957,1
62751,Q14957,1
4095,Q14957,1
4054,Q14957,1
182137,Q14957,1
71158,Q14957,1
6450546,Q14957,1
3821,Q14957,1
5360696,Q14957,1
6468,Q14957,1
2130,Q14957,1
71077,Q14957,1
5359272,Q14957,1
4601,Q14957,1
83887,Q14957,1
22267,Q14957,1
126383,Q14957,1
22880,Q14957,1
3080554,Q14957,1
1779,Q14957,1
21202952,Q14957,1
121918,Q14957,1
54682505,Q14957,1
114756,Q14957,1
10025114,Q14957,1
4324257,Q14957,1
1228,Q14957,1
1207,Q14957,1
4023,Q14957,1
5950212,Q14957,1
16181638,Q14957,1
24794417,Q14957,1
6437356,Q14957,1
3035974,Q14957,1
9864550,Q14957,1
180081,Q14957,1
9889212,Q14957,1
5360697,Q14957,1
22266,Q14957,1
14184,Q14957,1
83823,Q14957,1
9568,Q14957,1
197033,Q14957,1
23729232,Q14957,1
121488186,Q14957,1
5462351,Q14957,1
155434,Q14957,1
156420,Q14957,1
5486198,Q14957,1
181458,Q14957,1
6918236,Q14957,1
3030419,Q14957,1
44632368,Q14957,1
71249967,Q14957,1
15851,Q14957,1
68736,Q14957,1
5464188,Q14957,1
60510,Q14957,1
68778,Q14957,1
11954290,Q14957,1
9795678,Q14957,1
6420042,Q14957,1
26533,Q14957,1
64150,Q14957,1
26534,Q14957,1
3331,Q14957,1
750,Q12879,1
33032,Q12879,1
5960,Q12879,1
5070,Q12879,1
12035,Q12879,1
33741,Q12879,1
60795,Q12879,1
3152,Q12879,1
5881,Q12879,1
450601,Q12879,1
4058,Q12879,1
4737,Q12879,1
5193,Q12879,1
10101,Q12879,1
54841,Q12879,1
65833,Q12879,1
4763,Q12879,1
134717,Q12879,1
11029,Q12879,1
3516,Q12879,1
62751,Q12879,1
3562,Q12879,1
4095,Q12879,1
4054,Q12879,1
182137,Q12879,1
71158,Q12879,1
6450546,Q12879,1
3821,Q12879,1
5360696,Q12879,1
6468,Q12879,1
2130,Q12879,1
71077,Q12879,1
4601,Q12879,1
83887,Q12879,1
22267,Q12879,1
126383,Q12879,1
22880,Q12879,1
6603720,Q12879,1
3080554,Q12879,1
1779,Q12879,1
21202952,Q12879,1
121918,Q12879,1
54682505,Q12879,1
114756,Q12879,1
10025114,Q12879,1
4324257,Q12879,1
1228,Q12879,1
1207,Q12879,1
4023,Q12879,1
4787937,Q12879,1
5950212,Q12879,1
16181638,Q12879,1
24794417,Q12879,1
6437356,Q12879,1
3035974,Q12879,1
73755088,Q12879,1
9864550,Q12879,1
180081,Q12879,1
9889212,Q12879,1
22266,Q12879,1
14184,Q12879,1
83823,Q12879,1
9568,Q12879,1
197033,Q12879,1
23729232,Q12879,1
121488186,Q12879,1
5462351,Q12879,1
155434,Q12879,1
156420,Q12879,1
5486198,Q12879,1
181458,Q12879,1
6918236,Q12879,1
3030419,Q12879,1
44632368,Q12879,1
71249967,Q12879,1
15851,Q12879,1
68736,Q12879,1
5464188,Q12879,1
60510,Q12879,1
68778,Q12879,1
11954290,Q12879,1
9795678,Q12879,1
6420042,Q12879,1
26533,Q12879,1
64150,Q12879,1
26534,Q12879,1
3331,Q12879,1
5950,Q9UHI5,1
6140,Q9UHI5,1
5950,P49588,1
5950,P43007,1
5950,Q5JTZ9,1
5950,Q9H2H9,1
5950,Q96QD8,1
5951,P49591,1
643976,P29475,1
3152,P29475,1
3821,P29475,1
9750,P29475,1
1649,P29475,1
1893,P29475,1
5287494,P29475,1
123895,P29475,1
449021,P29475,1
1433,P29475,1
656910,P29475,1
656911,P29475,1
656912,P29475,1
347590,P29475,1
24798097,P29475,1
25021186,P29475,1
57525501,P29475,1
284,P29475,1
447029,P29475,1
447030,P29475,1
3311,P29475,1
643975,P29475,1
131704256,P29475,1
5287706,P29475,1
6099,P29475,1
9797017,P29475,1
440005,P29475,1
119081688,P29475,1
2734687,P29475,1
135242,P29475,1
643976,P30043,1
439153,P30043,1
57525501,P30043,1
5280353,P30043,1
493570,P30043,1
5326566,P30043,1
131704277,P30043,1
643976,P16435,1
57525501,P16435,1
643975,P16435,1
643976,Q12882,1
5884,Q12882,1
643975,Q12882,1
104747,Q12882,1
5288605,Q12882,1
73271,Q12882,1
1174,Q12882,1
69672,Q12882,1
43157,Q12882,1
9840745,Q12882,1
54679224,Q12882,1
643976,Q969G6,1
493570,Q969G6,1
643976,Q02127,1
62452,Q02127,1
15433,Q02127,1
3899,Q02127,1
967,Q02127,1
74989,Q02127,1
1543,Q02127,1
57030,Q02127,1
5287621,Q02127,1
5287459,Q02127,1
DB06481,Q02127,1
54727972,Q02127,1
54727980,Q02127,1
54727985,Q02127,1
4112111,Q02127,1
10342449,Q02127,1
15942657,Q02127,1
15942658,Q02127,1
46937112,Q02127,1
24882195,Q02127,1
25263414,Q02127,1
54723327,Q02127,1
54727975,Q02127,1
159866,Q02127,1
122552662,Q02127,1
9820008,Q02127,1
23663964,Q02127,1
54684141,Q02127,1
643976,Q96CD2,1
447227,Q96CD2,1
643976,Q9UJM8,1
676157,Q9UJM8,1
6995013,Q9UJM8,1
5288230,Q9UJM8,1
11915,Q9UJM8,1
54676715,Q9UJM8,1
997,Q9UJM8,1
444302,Q9UJM8,1
24180714,Q9UJM8,1
643976,O00141,1
11952989,O00141,1
11544170,O00141,1
71506845,O00141,1
44182398,O00141,1
25022668,O00141,1
643976,Q9NYQ3,1
643976,O75676,1
11715767,O75676,1
1567,P01009,1
23978,P01009,1
23994,P01009,1
DB14487,P01009,1
DB14533,P01009,1
17754184,P01009,1
DB05961,P01009,1
1567,Q04760,1
124886,Q04760,1
3715,Q04760,1
97536,Q04760,1
5288453,Q04760,1
17753999,Q04760,1
445707,Q04760,1
11779786,Q04760,1
1567,P09382,1
DB11638,P09382,1
439196,P09382,1
119138,P09382,1
1567,Q96GD3,1
33032,Q9UI32,1
33032,Q9UPY5,1
5359476,Q9UPY5,1
67678,Q9UPY5,1
5070,Q9UPY5,1
12035,Q9UPY5,1
16684434,Q9UPY5,1
40539,Q9UPY5,1
33032,Q9UDR5,1
439153,Q9UDR5,1
5884,Q9UDR5,1
160556,Q9UDR5,1
33032,P00367,1
439153,P00367,1
3598,P00367,1
6830,P00367,1
24012,P00367,1
33032,P07814,1
145742,P07814,1
447378,P07814,1
